sub_region,code,date,retail,grocery,parks,transit,work,home,hari,kasus,keterangan
Indonesia,ID,2/15/2020,-2,-2,-8,1,5,1,Sabtu,0,
Indonesia,ID,2/16/2020,-3,-3,-7,-4,2,2,Minggu,0,
Indonesia,ID,2/17/2020,-3,-4,-7,-1,3,1,Senin,0,
Indonesia,ID,2/18/2020,-3,-2,-4,1,2,1,Selasa,0,
Indonesia,ID,2/19/2020,-3,-4,-3,0,1,1,Rabu,0,
Indonesia,ID,2/20/2020,-2,-1,-1,4,1,1,Kamis,0,
Indonesia,ID,2/21/2020,-2,-3,-5,2,5,1,Jumat,0,
Indonesia,ID,2/22/2020,0,0,-5,1,5,0,Sabtu,0,
Indonesia,ID,2/23/2020,-2,-1,-5,-4,3,1,Minggu,0,
Indonesia,ID,2/24/2020,-2,-3,-4,-1,4,1,Senin,0,
Indonesia,ID,2/25/2020,-5,-2,-6,-6,-2,3,Selasa,0,
Indonesia,ID,2/26/2020,-2,-1,-3,0,3,0,Rabu,0,
Indonesia,ID,2/27/2020,0,2,-3,2,4,0,Kamis,0,
Indonesia,ID,2/28/2020,1,3,-5,3,5,1,Jumat,0,
Indonesia,ID,2/29/2020,2,6,-7,4,6,0,Sabtu,0,
Indonesia,ID,3/1/2020,1,5,-8,0,3,1,Minggu,0,
Indonesia,ID,3/2/2020,5,12,0,3,5,0,Senin,2,Kasus pertama Nasional
Indonesia,ID,3/3/2020,3,10,-2,2,5,0,Selasa,2,
Indonesia,ID,3/4/2020,0,4,-5,-1,4,1,Rabu,2,
Indonesia,ID,3/5/2020,4,8,-1,3,4,0,Kamis,2,
Indonesia,ID,3/6/2020,2,4,-3,3,6,1,Jumat,4,
Indonesia,ID,3/7/2020,3,6,-4,3,6,0,Sabtu,4,
Indonesia,ID,3/8/2020,1,4,-4,-1,4,1,Minggu,6,
Indonesia,ID,3/9/2020,2,3,-1,1,5,1,Senin,19,
Indonesia,ID,3/10/2020,3,6,2,1,4,1,Selasa,27,
Indonesia,ID,3/11/2020,3,5,2,1,4,1,Rabu,34,
Indonesia,ID,3/12/2020,2,3,0,1,4,1,Kamis,34,
Indonesia,ID,3/13/2020,2,3,-2,1,6,1,Jumat,69,
Indonesia,ID,3/14/2020,-2,3,-6,-5,5,1,Sabtu,96,
Indonesia,ID,3/15/2020,-7,3,-12,-12,4,3,Minggu,117,
Indonesia,ID,3/16/2020,-7,2,-8,-12,-8,5,Senin,134,Sekolah diliburkan. Fatwa MUI salat di rumah
Indonesia,ID,3/17/2020,-9,1,-10,-16,-13,6,Selasa,172,
Indonesia,ID,3/18/2020,-11,0,-12,-21,-16,8,Rabu,227,
Indonesia,ID,3/19/2020,-16,-5,-17,-26,-17,9,Kamis,309,Gereja Katolik tiadakan misa mingguan
Indonesia,ID,3/20/2020,-19,-7,-21,-31,-18,10,Jumat,369,
Indonesia,ID,3/21/2020,-23,-5,-30,-33,-11,9,Sabtu,450,
Indonesia,ID,3/22/2020,-32,-15,-39,-42,-7,10,Minggu,514,
Indonesia,ID,3/23/2020,-27,-12,-25,-41,-27,13,Senin,579,
Indonesia,ID,3/24/2020,-29,-11,-26,-42,-31,13,Selasa,686,
Indonesia,ID,3/25/2020,-38,-20,-31,-52,-59,21,Rabu,790,Hari Raya Nyepi
Indonesia,ID,3/26/2020,-34,-17,-30,-46,-34,15,Kamis,893,
Indonesia,ID,3/27/2020,-36,-17,-34,-49,-33,16,Jumat,1046,
Indonesia,ID,3/28/2020,-42,-20,-46,-50,-23,15,Sabtu,1155,
Indonesia,ID,3/29/2020,-47,-27,-52,-54,-15,15,Minggu,1285,
Indonesia,ID,3/30/2020,-36,-20,-32,-51,-34,16,Senin,1414,
Indonesia,ID,3/31/2020,-35,-16,-32,-49,-35,15,Selasa,1528,
Indonesia,ID,4/1/2020,-31,-10,-28,-49,-35,15,Rabu,1677,
Indonesia,ID,4/2/2020,-33,-13,-29,-50,-35,16,Kamis,1790,
Indonesia,ID,4/3/2020,-35,-17,-34,-53,-34,17,Jumat,1986,
Indonesia,ID,4/4/2020,-40,-20,-45,-54,-25,15,Sabtu,2092,
Indonesia,ID,4/5/2020,-43,-24,-50,-58,-17,14,Minggu,2273,
Indonesia,ID,4/6/2020,-34,-20,-31,-54,-34,16,Senin,2491,
Indonesia,ID,4/7/2020,-33,-16,-30,-51,-35,15,Selasa,2738,
Indonesia,ID,4/8/2020,-34,-17,-30,-52,-36,15,Rabu,2956,
Indonesia,ID,4/9/2020,-31,-13,-28,-50,-35,15,Kamis,3293,
Indonesia,ID,4/10/2020,-43,-28,-37,-64,-60,24,Jumat,3512,Tri Hari Suci Paskah
Indonesia,ID,4/11/2020,-43,-24,-46,-59,-30,17,Sabtu,3842,
Indonesia,ID,4/12/2020,-46,-27,-50,-61,-17,15,Minggu,4241,
Indonesia,ID,4/13/2020,-33,-19,-29,-56,-35,17,Senin,4557,
Indonesia,ID,4/14/2020,-34,-19,-29,-54,-36,16,Selasa,4839,
Indonesia,ID,4/15/2020,-35,-19,-29,-55,-36,17,Rabu,5136,
Indonesia,ID,4/16/2020,-34,-18,-29,-56,-36,17,Kamis,5516,
Indonesia,ID,4/17/2020,-38,-23,-35,-58,-35,18,Jumat,5923,
Indonesia,ID,4/18/2020,-43,-25,-46,-58,-24,15,Sabtu,6248,
Indonesia,ID,4/19/2020,-45,-26,-49,-60,-14,14,Minggu,6575,
Indonesia,ID,4/20/2020,-34,-19,-29,-56,-34,16,Senin,6760,
Indonesia,ID,4/21/2020,-35,-19,-31,-55,-36,16,Selasa,7135,
Indonesia,ID,4/22/2020,-34,-16,-28,-53,-36,15,Rabu,7418,
Indonesia,ID,4/23/2020,-32,-10,-28,-50,-37,15,Kamis,7775,
Indonesia,ID,4/24/2020,-49,-30,-45,-64,-43,22,Jumat,8211,"Puasa hari pertama, 1 Ramadan 1441 H"
Indonesia,ID,4/25/2020,-50,-29,-53,-64,-30,19,Sabtu,8607,
Indonesia,ID,4/26/2020,-53,-34,-58,-68,-18,18,Minggu,8882,
Indonesia,ID,4/27/2020,-43,-28,-38,-62,-36,19,Senin,9096,
Indonesia,ID,4/28/2020,-43,-26,-38,-61,-38,18,Selasa,9511,
Indonesia,ID,4/29/2020,-42,-24,-36,-60,-37,18,Rabu,9771,
Indonesia,ID,4/30/2020,-40,-19,-35,-58,-36,18,Kamis,10118,
Indonesia,ID,5/1/2020,-44,-23,-42,-67,-59,25,Jumat,10551,
Indonesia,ID,5/2/2020,-46,-24,-50,-62,-28,18,Sabtu,10843,
Indonesia,ID,5/3/2020,-48,-28,-55,-65,-14,17,Minggu,11192,
Indonesia,ID,5/4/2020,-38,-21,-34,-60,-35,18,Senin,11587,
Indonesia,ID,5/5/2020,-39,-19,-34,-58,-36,18,Selasa,12071,
Indonesia,ID,5/6/2020,-38,-18,-33,-58,-36,18,Rabu,12438,
Indonesia,ID,5/7/2020,-44,-18,-37,-62,-58,24,Kamis,12776,
Indonesia,ID,5/8/2020,-44,-19,-41,-59,-35,19,Jumat,13112,
Indonesia,ID,5/9/2020,-48,-22,-52,-59,-26,17,Sabtu,13645,
Indonesia,ID,5/10/2020,-48,-23,-54,-62,-12,16,Minggu,14032,
Indonesia,ID,5/11/2020,-39,-16,-36,-56,-34,18,Senin,14265,
Indonesia,ID,5/12/2020,-38,-13,-33,-54,-35,18,Selasa,14749,
Indonesia,ID,5/13/2020,-37,-12,-32,-54,-34,17,Rabu,15438,
Indonesia,ID,5/14/2020,-36,-10,-32,-53,-34,17,Kamis,16006,
Indonesia,ID,5/15/2020,-36,-9,-34,-54,-32,16,Jumat,16496,
Indonesia,ID,5/16/2020,-37,-8,-43,-53,-22,15,Sabtu,17025,
Indonesia,ID,5/17/2020,-40,-13,-50,-57,-8,15,Minggu,17514,
Indonesia,ID,5/18/2020,-33,-10,-32,-54,-33,17,Senin,18010,
Indonesia,ID,5/19/2020,-29,1,-27,-48,-34,16,Selasa,18496,
Indonesia,ID,5/20/2020,-26,3,-24,-47,-34,16,Rabu,19189,
Indonesia,ID,5/21/2020,-24,12,-21,-47,-57,20,Kamis,20162,
Indonesia,ID,5/22/2020,-27,7,-26,-49,-46,19,Jumat,20796,Awal cuti bersama Idul Fitri 1441 H
Indonesia,ID,5/23/2020,-35,6,-36,-49,-39,16,Sabtu,21745,
Indonesia,ID,5/24/2020,-51,-30,-45,-59,-24,8,Minggu,22271,
Indonesia,ID,5/25/2020,-40,-17,-16,-59,-70,19,Senin,22750,Idul Fitri 1441 H
Indonesia,ID,5/26/2020,-36,-12,-20,-54,-48,16,Selasa,23165,
Indonesia,ID,5/27/2020,-32,-8,-20,-53,-42,16,Rabu,23851,
Indonesia,ID,5/28/2020,-32,-8,-23,-52,-38,16,Kamis,24538,
Indonesia,ID,5/29/2020,-33,-11,-30,-55,-35,17,Jumat,25216,Akhir cuti bersama Idul Fitri 1441 H
Indonesia,ID,5/30/2020,-37,-11,-37,-53,-23,14,Sabtu,25773,
Indonesia,ID,5/31/2020,-37,-13,-38,-54,-5,12,Minggu,26473,
Indonesia,ID,6/1/2020,-28,-7,-17,-54,-56,20,Senin,26940,
Indonesia,ID,6/2/2020,-27,-4,-22,-46,-28,13,Selasa,27549,
Indonesia,ID,6/3/2020,-27,-4,-21,-47,-29,14,Rabu,28233,
Indonesia,ID,6/4/2020,-27,-5,-22,-47,-28,14,Kamis,28818,
Indonesia,ID,6/5/2020,-30,-9,-29,-50,-26,15,Jumat,29521,
Indonesia,ID,6/6/2020,-31,-8,-34,-48,-16,13,Sabtu,30514,
Indonesia,ID,6/7/2020,-32,-10,-33,-50,-3,11,Minggu,31186,
Indonesia,ID,6/8/2020,-24,-6,-22,-46,-24,13,Senin,32033,
Indonesia,ID,6/9/2020,-26,-7,-22,-44,-25,13,Selasa,33076,
Indonesia,ID,6/10/2020,-24,-4,-19,-43,-25,13,Rabu,34316,
Indonesia,ID,6/11/2020,-23,-5,-20,-44,-25,14,Kamis,35295,
Indonesia,ID,6/12/2020,-26,-9,-26,-46,-23,14,Jumat,36406,
Indonesia,ID,6/13/2020,-28,-8,-30,-44,-14,12,Sabtu,37420,
Indonesia,ID,6/14/2020,-29,-10,-27,-46,-1,10,Minggu,38277,
Indonesia,ID,6/15/2020,-21,-6,-21,-42,-23,13,Senin,39294,
Indonesia,ID,6/16/2020,-22,-5,-19,-40,-24,12,Selasa,40400,
Indonesia,ID,6/17/2020,-22,-5,-19,-40,-24,12,Rabu,41431,
Indonesia,ID,6/18/2020,-22,-7,-21,-41,-24,12,Kamis,42762,
Indonesia,ID,6/19/2020,-24,-10,-26,-43,-23,13,Jumat,43803,
Indonesia,ID,6/20/2020,-25,-7,-28,-41,-13,10,Sabtu,45029,
Indonesia,ID,6/21/2020,-28,-11,-26,-43,-1,10,Minggu,45891,
Indonesia,ID,6/22/2020,-21,-8,-20,-41,-25,13,Senin,46845,
Indonesia,ID,6/23/2020,-22,-7,-19,-39,-26,12,Selasa,47896,
Indonesia,ID,6/24/2020,-22,-7,-18,-39,-25,12,Rabu,49009,
Indonesia,ID,6/25/2020,-21,-4,-18,-39,-25,12,Kamis,50187,
Indonesia,ID,6/26/2020,-23,-7,-24,-40,-23,13,Jumat,51427,
Indonesia,ID,6/27/2020,-23,-5,-24,-37,-14,10,Sabtu,52812,
Indonesia,ID,6/28/2020,-26,-8,-21,-40,-1,9,Minggu,54010,
Indonesia,ID,6/29/2020,-19,-5,-16,-39,-24,12,Senin,55092,
Indonesia,ID,6/30/2020,-17,0,-16,-37,-24,11,Selasa,56385,
Indonesia,ID,7/1/2020,-16,2,-14,-36,-24,11,Rabu,57770,
Indonesia,ID,7/2/2020,-17,-1,-16,-36,-25,12,Kamis,59394,
Indonesia,ID,7/3/2020,-18,-2,-19,-37,-23,12,Jumat,60695,
Indonesia,ID,7/4/2020,-18,-1,-18,-34,-15,9,Sabtu,62142,
Indonesia,ID,7/5/2020,-20,-2,-14,-35,-2,8,Minggu,63749,
Indonesia,ID,7/6/2020,-18,-4,-18,-37,-25,12,Senin,64958,
Indonesia,ID,7/7/2020,-14,1,-13,-33,-25,11,Selasa,66226,
Indonesia,ID,7/8/2020,-16,-2,-14,-34,-24,11,Rabu,68079,
Indonesia,ID,7/9/2020,-16,-1,-15,-34,-24,12,Kamis,70736,
Indonesia,ID,7/10/2020,-18,-4,-19,-36,-22,12,Jumat,72347,
Indonesia,ID,7/11/2020,-19,-2,-19,-33,-12,9,Sabtu,74018,
Indonesia,ID,7/12/2020,-20,-4,-16,-36,-1,9,Minggu,75699,
Indonesia,ID,7/13/2020,-16,-4,-17,-37,-22,12,Senin,76981,
Indonesia,ID,7/14/2020,-18,-5,-18,-36,-23,12,Selasa,78572,
Indonesia,ID,7/15/2020,-17,-4,-17,-36,-22,12,Rabu,80094,
Indonesia,ID,7/16/2020,-17,-3,-17,-35,-22,12,Kamis,81668,
Indonesia,ID,7/17/2020,-19,-6,-21,-38,-21,13,Jumat,83130,
Indonesia,ID,7/18/2020,-19,-4,-21,-36,-11,10,Sabtu,84882,
Indonesia,ID,7/19/2020,-21,-6,-18,-38,0,9,Minggu,86521,
Indonesia,ID,7/20/2020,-16,-4,-17,-37,-22,12,Senin,88214,
Indonesia,ID,7/21/2020,-18,-6,-18,-36,-23,12,Selasa,89869,
Indonesia,ID,7/22/2020,-18,-6,-17,-37,-22,12,Rabu,91751,
Indonesia,ID,7/23/2020,-19,-5,-18,-37,-22,12,Kamis,93657,
Indonesia,ID,7/24/2020,-19,-6,-19,-37,-20,13,Jumat,95418,
Indonesia,ID,7/25/2020,-18,-2,-20,-33,-12,10,Sabtu,97286,
Indonesia,ID,7/26/2020,-21,-5,-18,-37,0,10,Minggu,98778,
Indonesia,ID,7/27/2020,-16,-3,-15,-36,-22,12,Senin,100303,
Indonesia,ID,7/28/2020,-16,-1,-15,-33,-23,12,Selasa,102051,
Indonesia,ID,7/29/2020,-14,3,-12,-30,-24,12,Rabu,104432,
Indonesia,ID,7/30/2020,-7,18,-2,-20,-26,9,Kamis,106336,
Indonesia,ID,7/31/2020,-29,-13,-2,-45,-62,18,Jumat,108376,Idul Adha 1441 H
Indonesia,ID,8/1/2020,-22,-2,-8,-37,-26,10,Sabtu,109936,
Indonesia,ID,8/2/2020,-20,-1,-8,-29,-5,7,Minggu,111455,
Indonesia,ID,8/3/2020,-13,2,-6,-31,-24,11,Senin,113134,
Indonesia,ID,8/4/2020,-14,2,-9,-31,-24,11,Selasa,115056,
Indonesia,ID,8/5/2020,-13,2,-8,-32,-24,11,Rabu,116871,
Indonesia,ID,8/6/2020,-13,3,-8,-32,-24,11,Kamis,118753,
Indonesia,ID,8/7/2020,-15,-1,-11,-33,-21,11,Jumat,121226,
Indonesia,ID,8/8/2020,-15,1,-12,-29,-12,8,Sabtu,123503,
Indonesia,ID,8/9/2020,-17,-2,-10,-32,-1,7,Minggu,125396,
Indonesia,ID,8/10/2020,-11,2,-6,-32,-22,10,Senin,127083,
Indonesia,ID,8/11/2020,-15,-2,-12,-32,-23,11,Selasa,128776,
Indonesia,ID,8/12/2020,-12,1,-7,-32,-23,10,Rabu,130718,
Indonesia,ID,8/13/2020,-15,-2,-9,-33,-23,11,Kamis,132816,
Indonesia,ID,8/14/2020,-14,-1,-12,-31,-21,11,Jumat,135123,
Indonesia,ID,8/15/2020,-14,2,-11,-24,-12,7,Sabtu,137468,
Indonesia,ID,8/16/2020,-15,0,0,-30,-1,7,Minggu,139549,
Indonesia,ID,8/17/2020,-10,-2,33,-37,-58,16,Senin,141370,Hari Kemerdekaan Indonesia
Indonesia,ID,8/18/2020,-12,0,-4,-31,-22,10,Selasa,143043,
Indonesia,ID,8/19/2020,-8,4,0,-28,-23,9,Rabu,144945,
Indonesia,ID,8/20/2020,-9,1,19,-33,-54,16,Kamis,147211,
Indonesia,ID,8/21/2020,-12,-3,0,-39,-37,14,Jumat,149408,
Indonesia,ID,8/22/2020,-14,-5,-6,-34,-14,9,Sabtu,151498,
Indonesia,ID,8/23/2020,-17,-7,-9,-34,-1,8,Minggu,153535,
Indonesia,ID,8/24/2020,-9,-2,-7,-34,-21,11,Senin,155412,
Indonesia,ID,8/25/2020,-8,1,-7,-32,-23,11,Selasa,157859,
Indonesia,ID,8/26/2020,-7,1,-6,-34,-22,11,Rabu,160165,
Indonesia,ID,8/27/2020,-6,3,-6,-33,-22,11,Kamis,162884,
Indonesia,ID,8/28/2020,-7,1,-11,-34,-21,11,Jumat,165887,
Indonesia,ID,8/29/2020,-7,2,-11,-33,-12,9,Sabtu,169195,
Indonesia,ID,8/30/2020,-8,2,-5,-35,-1,7,Minggu,172053,
Indonesia,ID,8/31/2020,-2,3,-5,-34,-22,11,Senin,174796,
Indonesia,ID,9/1/2020,-1,7,-5,-32,-23,11,Selasa,177571,
Indonesia,ID,9/2/2020,-2,5,-5,-33,-24,11,Rabu,180646,
Indonesia,ID,9/3/2020,-2,3,-8,-34,-24,11,Kamis,184268,
Indonesia,ID,9/4/2020,-3,2,-10,-35,-23,12,Jumat,187537,
Indonesia,ID,9/5/2020,-3,4,-7,-33,-15,9,Sabtu,190665,
Indonesia,ID,9/6/2020,-4,4,-2,-35,-6,8,Minggu,194109,
Indonesia,ID,9/7/2020,1,3,-3,-35,-24,11,Senin,196989,
Indonesia,ID,9/8/2020,1,4,-3,-33,-25,11,Selasa,200035,
Indonesia,ID,9/9/2020,3,3,-3,-35,-25,11,Rabu,203342,
Indonesia,ID,9/10/2020,3,3,-4,-35,-26,10,Kamis,207203,
Indonesia,ID,9/11/2020,2,-1,-9,-35,-24,10,Jumat,210940,
Aceh,ID-AC,2/15/2020,-1,-2,-7,-3,3,2,Sabtu,0,
Aceh,ID-AC,2/16/2020,4,3,5,4,3,1,Minggu,0,
Aceh,ID-AC,2/17/2020,4,1,5,10,8,0,Senin,0,
Aceh,ID-AC,2/18/2020,0,-1,0,0,5,1,Selasa,0,
Aceh,ID-AC,2/19/2020,-2,-3,2,4,6,1,Rabu,0,
Aceh,ID-AC,2/20/2020,2,2,7,0,6,0,Kamis,0,
Aceh,ID-AC,2/21/2020,-1,-1,8,2,5,1,Jumat,0,
Aceh,ID-AC,2/22/2020,0,-2,4,-2,6,1,Sabtu,0,
Aceh,ID-AC,2/23/2020,0,-1,3,4,4,2,Minggu,0,
Aceh,ID-AC,2/24/2020,1,-2,1,2,9,1,Senin,0,
Aceh,ID-AC,2/25/2020,-2,-1,1,-4,8,1,Selasa,0,
Aceh,ID-AC,2/26/2020,-2,-2,2,-2,8,1,Rabu,0,
Aceh,ID-AC,2/27/2020,0,0,1,-1,8,1,Kamis,0,
Aceh,ID-AC,2/28/2020,-1,-1,0,0,8,1,Jumat,0,
Aceh,ID-AC,2/29/2020,0,-1,4,-4,9,0,Sabtu,0,
Aceh,ID-AC,3/1/2020,3,2,12,-2,5,2,Minggu,0,
Aceh,ID-AC,3/2/2020,6,5,5,5,10,0,Senin,0,Kasus Pertama Nasional
Aceh,ID-AC,3/3/2020,4,7,5,5,9,0,Selasa,0,
Aceh,ID-AC,3/4/2020,4,6,8,9,8,0,Rabu,0,
Aceh,ID-AC,3/5/2020,4,7,3,8,7,0,Kamis,0,
Aceh,ID-AC,3/6/2020,2,5,4,4,7,1,Jumat,0,
Aceh,ID-AC,3/7/2020,6,8,14,5,7,0,Sabtu,0,
Aceh,ID-AC,3/8/2020,5,5,10,3,4,1,Minggu,0,
Aceh,ID-AC,3/9/2020,7,4,8,12,9,0,Senin,0,
Aceh,ID-AC,3/10/2020,0,-2,-3,6,7,2,Selasa,0,
Aceh,ID-AC,3/11/2020,4,5,4,9,8,0,Rabu,0,
Aceh,ID-AC,3/12/2020,3,5,3,2,7,1,Kamis,0,
Aceh,ID-AC,3/13/2020,2,4,4,5,8,1,Jumat,0,
Aceh,ID-AC,3/14/2020,2,3,3,6,9,1,Sabtu,0,
Aceh,ID-AC,3/15/2020,0,4,-2,-2,5,2,Minggu,0,
Aceh,ID-AC,3/16/2020,-1,6,-7,3,-3,4,Senin,0,Sekolah diliburkan. Fatwa MUI salat di rumah
Aceh,ID-AC,3/17/2020,-4,4,-6,10,-11,5,Selasa,0,
Aceh,ID-AC,3/18/2020,-4,3,-3,-3,-11,5,Rabu,0,
Aceh,ID-AC,3/19/2020,-5,4,-4,-6,-12,5,Kamis,0,Gereja Katolik tiadakan misa mingguan
Aceh,ID-AC,3/20/2020,-9,1,-7,-16,-13,6,Jumat,0,
Aceh,ID-AC,3/21/2020,-11,-3,-17,-23,-12,7,Sabtu,0,
Aceh,ID-AC,3/22/2020,-14,-6,-23,-32,2,6,Minggu,0,
Aceh,ID-AC,3/23/2020,-14,-2,-13,-25,-16,8,Senin,0,
Aceh,ID-AC,3/24/2020,-21,-4,-18,-27,-21,9,Selasa,0,
Aceh,ID-AC,3/25/2020,-28,-13,-21,-35,-44,15,Rabu,0,Hari Raya Nyepi
Aceh,ID-AC,3/26/2020,-31,-14,-30,-38,-24,12,Kamis,1,Kasus pertama Aceh
Aceh,ID-AC,3/27/2020,-29,-7,-23,-30,-25,11,Jumat,4,
Aceh,ID-AC,3/28/2020,-36,-14,-40,-31,-22,12,Sabtu,4,
Aceh,ID-AC,3/29/2020,-39,-21,-47,-43,-10,13,Minggu,5,
Aceh,ID-AC,3/30/2020,-40,-25,-33,-40,-29,13,Senin,5,
Aceh,ID-AC,3/31/2020,-41,-25,-32,-41,-30,13,Selasa,5,
Aceh,ID-AC,4/1/2020,-39,-23,-31,-43,-29,13,Rabu,5,
Aceh,ID-AC,4/2/2020,-36,-18,-28,-45,-29,12,Kamis,5,
Aceh,ID-AC,4/3/2020,-37,-22,-32,-50,-28,13,Jumat,5,
Aceh,ID-AC,4/4/2020,-34,-19,-39,-51,-22,12,Sabtu,5,
Aceh,ID-AC,4/5/2020,-28,-19,-40,-53,-4,10,Minggu,5,
Aceh,ID-AC,4/6/2020,-27,-20,-30,-49,-24,12,Senin,5,
Aceh,ID-AC,4/7/2020,-21,-10,-20,-42,-24,9,Selasa,5,
Aceh,ID-AC,4/8/2020,-26,-16,-25,-45,-25,10,Rabu,6,
Aceh,ID-AC,4/9/2020,-23,-12,-23,-47,-24,9,Kamis,6,
Aceh,ID-AC,4/10/2020,-26,-17,-23,-51,-43,13,Jumat,5,Tri Hari Suci Paskah
Aceh,ID-AC,4/11/2020,-24,-15,-31,-50,-19,10,Sabtu,5,
Aceh,ID-AC,4/12/2020,-27,-21,-40,-55,-2,10,Minggu,5,
Aceh,ID-AC,4/13/2020,-19,-12,-21,-46,-21,9,Senin,5,
Aceh,ID-AC,4/14/2020,-20,-11,-19,-43,-22,9,Selasa,5,
Aceh,ID-AC,4/15/2020,-20,-10,-18,-44,-22,9,Rabu,5,
Aceh,ID-AC,4/16/2020,-18,-7,-16,-44,-22,9,Kamis,5,
Aceh,ID-AC,4/17/2020,-22,-13,-22,-48,-22,10,Jumat,5,
Aceh,ID-AC,4/18/2020,-19,-8,-26,-43,-14,8,Sabtu,6,
Aceh,ID-AC,4/19/2020,-19,-9,-27,-45,2,7,Minggu,7,
Aceh,ID-AC,4/20/2020,-11,0,-9,-37,-18,7,Senin,7,
Aceh,ID-AC,4/21/2020,-12,3,-10,-35,-20,6,Selasa,7,
Aceh,ID-AC,4/22/2020,-11,8,-7,-33,-24,5,Rabu,7,
Aceh,ID-AC,4/23/2020,-19,6,-9,-40,-35,8,Kamis,7,
Aceh,ID-AC,4/24/2020,-40,-19,-32,-55,-38,14,Jumat,8,"Puasa hari pertama, 1 Ramadan 1441 H"
Aceh,ID-AC,4/25/2020,-39,-20,-45,-58,-27,14,Sabtu,9,
Aceh,ID-AC,4/26/2020,-35,-19,-51,-59,-5,13,Minggu,9,
Aceh,ID-AC,4/27/2020,-32,-16,-30,-49,-25,12,Senin,9,
Aceh,ID-AC,4/28/2020,-38,-23,-38,-53,-27,12,Selasa,9,
Aceh,ID-AC,4/29/2020,-32,-15,-30,-51,-25,11,Rabu,9,
Aceh,ID-AC,4/30/2020,-34,-17,-32,-54,-26,11,Kamis,10,
Aceh,ID-AC,5/1/2020,-35,-19,-35,-60,-44,16,Jumat,11,
Aceh,ID-AC,5/2/2020,-32,-14,-42,-57,-18,12,Sabtu,11,
Aceh,ID-AC,5/3/2020,-31,-17,-49,-57,-1,11,Minggu,12,
Aceh,ID-AC,5/4/2020,-27,-11,-29,-49,-22,11,Senin,12,
Aceh,ID-AC,5/5/2020,-28,-10,-28,-50,-24,11,Selasa,12,
Aceh,ID-AC,5/6/2020,-23,-2,-21,-47,-23,10,Rabu,17,
Aceh,ID-AC,5/7/2020,-35,-18,-36,-57,-45,16,Kamis,17,
Aceh,ID-AC,5/8/2020,-38,-23,-38,-61,-31,15,Jumat,17,
Aceh,ID-AC,5/9/2020,-29,-9,-42,-54,-19,12,Sabtu,17,
Aceh,ID-AC,5/10/2020,-26,-9,-48,-55,2,11,Minggu,17,
Aceh,ID-AC,5/11/2020,-20,-2,-24,-49,-21,11,Senin,17,
Aceh,ID-AC,5/12/2020,-20,0,-25,-46,-22,10,Selasa,17,
Aceh,ID-AC,5/13/2020,-25,-9,-28,-51,-23,10,Rabu,17,
Aceh,ID-AC,5/14/2020,-17,6,-20,-44,-22,8,Kamis,17,
Aceh,ID-AC,5/15/2020,-16,5,-19,-46,-21,8,Jumat,17,
Aceh,ID-AC,5/16/2020,-18,3,-33,-48,-14,10,Sabtu,18,
Aceh,ID-AC,5/17/2020,-12,7,-40,-49,7,9,Minggu,18,
Aceh,ID-AC,5/18/2020,-3,21,-7,-32,-19,7,Senin,18,
Aceh,ID-AC,5/19/2020,-10,15,-17,-37,-23,8,Selasa,18,
Aceh,ID-AC,5/20/2020,0,32,-6,-25,-23,6,Rabu,18,
Aceh,ID-AC,5/21/2020,7,47,0,-22,-43,9,Kamis,18,
Aceh,ID-AC,5/22/2020,-4,33,-10,-33,-31,9,Jumat,19,Awal cuti bersama Idul Fitri 1441 H
Aceh,ID-AC,5/23/2020,1,51,-6,-36,-26,6,Sabtu,19,
Aceh,ID-AC,5/24/2020,-23,-21,-24,-55,-16,-2,Minggu,19,
Aceh,ID-AC,5/25/2020,-5,-2,38,-39,-60,2,Senin,19,Idul Fitri 1441 H
Aceh,ID-AC,5/26/2020,2,6,55,-35,-38,0,Selasa,19,
Aceh,ID-AC,5/27/2020,2,9,51,-29,-34,2,Rabu,19,
Aceh,ID-AC,5/28/2020,0,8,36,-37,-29,4,Kamis,20,
Aceh,ID-AC,5/29/2020,-8,2,1,-42,-25,6,Jumat,20,Akhir cuti bersama Idul Fitri 1441 H
Aceh,ID-AC,5/30/2020,-8,2,1,-42,-18,4,Sabtu,20,
Aceh,ID-AC,5/31/2020,-5,1,0,-41,3,3,Minggu,20,
Aceh,ID-AC,6/1/2020,-3,4,14,-33,-42,8,Senin,20,
Aceh,ID-AC,6/2/2020,-5,6,-2,-35,-14,4,Selasa,20,
Aceh,ID-AC,6/3/2020,-7,5,-3,-34,-14,6,Rabu,20,
Aceh,ID-AC,6/4/2020,-9,3,-8,-39,-15,6,Kamis,20,
Aceh,ID-AC,6/5/2020,-9,3,-11,-39,-13,6,Jumat,20,
Aceh,ID-AC,6/6/2020,-8,3,-13,-40,-9,5,Sabtu,20,
Aceh,ID-AC,6/7/2020,-6,2,-9,-39,8,5,Minggu,20,
Aceh,ID-AC,6/8/2020,-3,6,-4,-35,-11,5,Senin,20,
Aceh,ID-AC,6/9/2020,-8,1,-9,-39,-13,5,Selasa,20,
Aceh,ID-AC,6/10/2020,-6,4,-4,-29,-13,5,Rabu,22,
Aceh,ID-AC,6/11/2020,-6,2,-8,-40,-13,6,Kamis,22,
Aceh,ID-AC,6/12/2020,-6,3,-11,-37,-12,6,Jumat,22,
