sub_region,code,date,retail,grocery,parks,transit,work,home,hari,kasus,keterangan
Banten,ID-BT,4/9/2020,-30,-12,-20,-60,-36,18,Kamis,218,
Banten,ID-BT,4/10/2020,-44,-25,-32,-72,-64,30,Jumat,243,Tri Hari Suci Paskah
Banten,ID-BT,4/11/2020,-44,-23,-37,-66,-33,19,Sabtu,279,
Banten,ID-BT,4/12/2020,-47,-26,-43,-66,-19,16,Minggu,281,
Banten,ID-BT,4/13/2020,-34,-18,-24,-64,-36,20,Senin,285,
Banten,ID-BT,4/14/2020,-34,-18,-24,-64,-38,20,Selasa,280,
Banten,ID-BT,4/15/2020,-35,-18,-24,-65,-37,20,Rabu,281,
Banten,ID-BT,4/16/2020,-33,-17,-22,-65,-37,20,Kamis,297,
Banten,ID-BT,4/17/2020,-35,-16,-24,-65,-36,21,Jumat,311,
Banten,ID-BT,4/18/2020,-50,-31,-44,-67,-27,19,Sabtu,321,
Banten,ID-BT,4/19/2020,-50,-30,-47,-67,-18,16,Minggu,324,
Banten,ID-BT,4/20/2020,-39,-23,-29,-66,-37,20,Senin,341,
Banten,ID-BT,4/21/2020,-39,-22,-30,-65,-39,20,Selasa,341,
Banten,ID-BT,4/22/2020,-36,-18,-25,-63,-38,19,Rabu,337,
Banten,ID-BT,4/23/2020,-33,-11,-22,-59,-39,19,Kamis,337,
Banten,ID-BT,4/24/2020,-52,-30,-43,-70,-44,26,Jumat,359,"Puasa hari pertama, 1 Ramadan 1441 H"
Banten,ID-BT,4/25/2020,-52,-30,-49,-72,-31,21,Sabtu,370,
Banten,ID-BT,4/26/2020,-57,-39,-58,-74,-22,20,Minggu,370,
Banten,ID-BT,4/27/2020,-46,-32,-39,-72,-39,23,Senin,382,
Banten,ID-BT,4/28/2020,-42,-22,-34,-69,-40,21,Selasa,388,
Banten,ID-BT,4/29/2020,-42,-25,-33,-70,-39,22,Rabu,388,
Banten,ID-BT,4/30/2020,-38,-16,-28,-68,-38,21,Kamis,404,
Banten,ID-BT,5/1/2020,-41,-15,-36,-75,-65,30,Jumat,418,
Banten,ID-BT,5/2/2020,-46,-23,-44,-70,-32,20,Sabtu,427,
Banten,ID-BT,5/3/2020,-48,-27,-50,-72,-18,17,Minggu,432,
Banten,ID-BT,5/4/2020,-41,-24,-33,-70,-37,21,Senin,446,
Banten,ID-BT,5/5/2020,-38,-17,-30,-68,-38,21,Selasa,458,
Banten,ID-BT,5/6/2020,-39,-20,-29,-68,-38,22,Rabu,487,
Banten,ID-BT,5/7/2020,-36,-15,-31,-71,-62,28,Kamis,495,
Banten,ID-BT,5/8/2020,-40,-18,-33,-67,-37,23,Jumat,505,
Banten,ID-BT,5/9/2020,-42,-20,-42,-66,-27,19,Sabtu,523,
Banten,ID-BT,5/10/2020,-46,-25,-50,-68,-15,17,Minggu,533,
Banten,ID-BT,5/11/2020,-34,-13,-28,-66,-35,20,Senin,541,
Banten,ID-BT,5/12/2020,-36,-16,-31,-65,-37,22,Selasa,559,
Banten,ID-BT,5/13/2020,-32,-11,-27,-65,-36,20,Rabu,580,
Banten,ID-BT,5/14/2020,-29,-9,-24,-64,-36,20,Kamis,593,
Banten,ID-BT,5/15/2020,-29,-4,-23,-64,-33,19,Jumat,622,
Banten,ID-BT,5/16/2020,-32,-7,-33,-61,-22,16,Sabtu,626,
Banten,ID-BT,5/17/2020,-33,-9,-41,-63,-10,15,Minggu,650,
Banten,ID-BT,5/18/2020,-33,-18,-30,-65,-35,21,Senin,677,
Banten,ID-BT,5/19/2020,-20,6,-17,-60,-37,19,Selasa,698,
Banten,ID-BT,5/20/2020,-25,-1,-20,-60,-37,20,Rabu,699,
Banten,ID-BT,5/21/2020,-10,24,-9,-59,-63,24,Kamis,753,
Banten,ID-BT,5/22/2020,-21,13,-15,-62,-55,24,Jumat,768,Awal cuti bersama Idul Fitri 1441 H
Banten,ID-BT,5/23/2020,-32,6,-23,-60,-45,18,Sabtu,768,
Banten,ID-BT,5/24/2020,-46,-25,-33,-64,-30,7,Minggu,789,
Banten,ID-BT,5/25/2020,-29,-5,5,-67,-75,22,Senin,789,Idul Fitri 1441 H
Banten,ID-BT,5/26/2020,-27,-4,2,-63,-53,20,Selasa,807,
Banten,ID-BT,5/27/2020,-26,-5,0,-64,-46,20,Rabu,817,
Banten,ID-BT,5/28/2020,-24,-2,-1,-63,-42,20,Kamis,831,
Banten,ID-BT,5/29/2020,-27,-4,-12,-65,-39,21,Jumat,845,Akhir cuti bersama Idul Fitri 1441 H
Banten,ID-BT,5/30/2020,-33,-11,-17,-62,-25,16,Sabtu,858,
Banten,ID-BT,5/31/2020,-32,-10,-13,-62,-10,12,Minggu,861,
Banten,ID-BT,6/1/2020,-22,-4,-1,-66,-63,25,Senin,867,
Banten,ID-BT,6/2/2020,-25,-5,-12,-59,-30,17,Selasa,883,
Banten,ID-BT,6/3/2020,-24,-6,-11,-60,-31,18,Rabu,954,
Banten,ID-BT,6/4/2020,-22,-4,-9,-59,-30,17,Kamis,965,
Banten,ID-BT,6/5/2020,-24,-4,-16,-61,-27,18,Jumat,989,
Banten,ID-BT,6/6/2020,-27,-7,-15,-59,-16,14,Sabtu,1025,
Banten,ID-BT,6/7/2020,-29,-8,-13,-59,-7,12,Minggu,1035,
Banten,ID-BT,6/8/2020,-22,-8,-14,-58,-25,16,Senin,1047,
Banten,ID-BT,6/9/2020,-24,-8,-14,-58,-27,16,Selasa,1061,
Banten,ID-BT,6/10/2020,-21,-6,-10,-56,-26,16,Rabu,1096,
Banten,ID-BT,6/11/2020,-21,-9,-11,-57,-27,16,Kamis,1121,
Banten,ID-BT,6/12/2020,-21,-7,-12,-57,-25,16,Jumat,1157,
Banten,ID-BT,6/13/2020,-24,-9,-11,-55,-14,13,Sabtu,1231,
Banten,ID-BT,6/14/2020,-25,-8,-5,-55,-4,11,Minggu,1240,
Banten,ID-BT,6/15/2020,-19,-9,-10,-56,-24,14,Senin,1243,
Banten,ID-BT,6/16/2020,-19,-7,-8,-54,-25,15,Selasa,1277,
Banten,ID-BT,6/17/2020,-19,-8,-2,-54,-25,15,Rabu,1309,
Banten,ID-BT,6/18/2020,-18,-9,4,-54,-26,15,Kamis,1327,
Banten,ID-BT,6/19/2020,-21,-10,-4,-54,-24,16,Jumat,1331,
Banten,ID-BT,6/20/2020,-21,-9,2,-52,-13,11,Sabtu,1347,
Banten,ID-BT,6/21/2020,-23,-10,7,-53,-5,10,Minggu,1355,
Banten,ID-BT,6/22/2020,-20,-13,-8,-54,-26,15,Senin,1361,
Banten,ID-BT,6/23/2020,-18,-9,-4,-52,-27,15,Selasa,1373,
Banten,ID-BT,6/24/2020,-19,-12,-1,-53,-26,15,Rabu,1390,
Banten,ID-BT,6/25/2020,-16,-6,3,-53,-26,14,Kamis,1399,
Banten,ID-BT,6/26/2020,-17,-5,-1,-52,-24,15,Jumat,1414,
Banten,ID-BT,6/27/2020,-18,-6,8,-49,-15,10,Sabtu,1432,
Banten,ID-BT,6/28/2020,-19,-6,15,-50,-5,9,Minggu,1438,
Banten,ID-BT,6/29/2020,-14,-6,2,-52,-25,13,Senin,1444,
Banten,ID-BT,6/30/2020,-11,3,5,-50,-26,13,Selasa,1453,
Banten,ID-BT,7/1/2020,-10,1,8,-49,-25,13,Rabu,1466,
Banten,ID-BT,7/2/2020,-13,-2,6,-49,-26,14,Kamis,1474,
Banten,ID-BT,7/3/2020,-12,-1,4,-49,-24,14,Jumat,1495,
Banten,ID-BT,7/4/2020,-14,-2,15,-45,-15,10,Sabtu,1508,
Banten,ID-BT,7/5/2020,-13,-1,28,-45,-5,8,Minggu,1513,
Banten,ID-BT,7/6/2020,-11,-4,6,-49,-24,13,Senin,1525,
Banten,ID-BT,7/7/2020,-9,-1,6,-47,-26,13,Selasa,1531,
Banten,ID-BT,7/8/2020,-12,-7,4,-49,-24,13,Rabu,1544,
Banten,ID-BT,7/9/2020,-10,-4,9,-48,-24,13,Kamis,1559,
Banten,ID-BT,7/10/2020,-11,-3,5,-48,-22,14,Jumat,1573,
Banten,ID-BT,7/11/2020,-11,-4,17,-45,-12,10,Sabtu,1581,
Banten,ID-BT,7/12/2020,-12,-4,21,-46,-3,8,Minggu,1593,
Banten,ID-BT,7/13/2020,-11,-7,1,-49,-22,13,Senin,1600,
Banten,ID-BT,7/14/2020,-13,-8,-5,-49,-24,14,Selasa,1609,
Banten,ID-BT,7/15/2020,-11,-7,-6,-48,-23,14,Rabu,1612,
Banten,ID-BT,7/16/2020,-10,-6,-1,-48,-23,14,Kamis,1629,
Banten,ID-BT,7/17/2020,-12,-6,-4,-49,-21,14,Jumat,1638,
Banten,ID-BT,7/18/2020,-12,-6,7,-47,-12,10,Sabtu,1646,
Banten,ID-BT,7/19/2020,-14,-7,9,-47,-3,9,Minggu,1682,
Banten,ID-BT,7/20/2020,-13,-9,-9,-50,-23,14,Senin,1682,
Banten,ID-BT,7/21/2020,-12,-8,-8,-49,-24,14,Selasa,1693,
Banten,ID-BT,7/22/2020,-13,-10,-6,-49,-23,14,Rabu,1697,
Banten,ID-BT,7/23/2020,-13,-9,-3,-49,-23,14,Kamis,1707,
Banten,ID-BT,7/24/2020,-11,-5,-3,-48,-21,14,Jumat,1719,
Banten,ID-BT,7/25/2020,-10,-4,5,-44,-12,10,Sabtu,1724,
Banten,ID-BT,7/26/2020,-12,-6,7,-45,-2,9,Minggu,1724,
Banten,ID-BT,7/27/2020,-11,-6,-4,-47,-23,14,Senin,1738,
Banten,ID-BT,7/28/2020,-9,-1,-3,-45,-24,14,Selasa,1748,
Banten,ID-BT,7/29/2020,-8,1,1,-43,-25,13,Rabu,1748,
Banten,ID-BT,7/30/2020,2,20,20,-34,-28,10,Kamis,1801,
Banten,ID-BT,7/31/2020,-17,-6,31,-57,-68,21,Jumat,1835,Idul Adha 1441 H
Banten,ID-BT,8/1/2020,-19,-7,30,-49,-29,10,Sabtu,1835,
Banten,ID-BT,8/2/2020,-14,-3,32,-39,-8,6,Minggu,1870,
Banten,ID-BT,8/3/2020,-9,-3,7,-44,-25,12,Senin,1891,
Banten,ID-BT,8/4/2020,-9,-1,3,-44,-26,13,Selasa,1924,
Banten,ID-BT,8/5/2020,-8,-1,10,-44,-25,13,Rabu,1947,
Banten,ID-BT,8/6/2020,-8,0,4,-44,-25,13,Kamis,1979,
Banten,ID-BT,8/7/2020,-9,-1,3,-44,-22,12,Jumat,2013,
Banten,ID-BT,8/8/2020,-9,-1,12,-39,-14,8,Sabtu,2013,
Banten,ID-BT,8/9/2020,-11,-1,16,-39,-4,7,Minggu,2035,
Banten,ID-BT,8/10/2020,-7,-1,3,-43,-23,12,Senin,2082,
Banten,ID-BT,8/11/2020,-11,-4,-2,-44,-25,13,Selasa,2101,
Banten,ID-BT,8/12/2020,-8,-3,4,-44,-24,13,Rabu,2150,
Banten,ID-BT,8/13/2020,-15,-11,-6,-46,-25,14,Kamis,2150,
Banten,ID-BT,8/14/2020,-8,0,3,-42,-22,12,Jumat,2208,
Banten,ID-BT,8/15/2020,-10,-1,14,-34,-12,8,Sabtu,2208,
Banten,ID-BT,8/16/2020,-12,-3,33,-40,-4,6,Minggu,2284,
Banten,ID-BT,8/17/2020,-5,-6,49,-52,-65,20,Senin,2301,Hari Kemerdekaan Indonesia
Banten,ID-BT,8/18/2020,-10,-5,2,-44,-25,12,Selasa,2364,
Banten,ID-BT,8/19/2020,-5,-2,14,-42,-24,11,Rabu,2411,
Banten,ID-BT,8/20/2020,-1,0,47,-48,-59,20,Kamis,2434,
Banten,ID-BT,8/21/2020,-7,-4,19,-51,-38,17,Jumat,2470,
Banten,ID-BT,8/22/2020,-13,-10,25,-45,-14,10,Sabtu,2512,
Banten,ID-BT,8/23/2020,-13,-9,20,-40,-3,8,Minggu,2544,
Banten,ID-BT,8/24/2020,-8,-8,4,-44,-22,13,Senin,2605,
Banten,ID-BT,8/25/2020,-4,-1,6,-43,-24,13,Selasa,2637,
Banten,ID-BT,8/26/2020,-3,-2,8,-44,-22,13,Rabu,2666,
Banten,ID-BT,8/27/2020,0,2,13,-44,-23,13,Kamis,2666,
Banten,ID-BT,8/28/2020,1,5,10,-42,-21,13,Jumat,2666,
Banten,ID-BT,8/29/2020,0,3,22,-40,-11,9,Sabtu,2827,
Banten,ID-BT,8/30/2020,0,3,31,-40,-3,7,Minggu,2872,
Banten,ID-BT,8/31/2020,4,5,11,-44,-23,12,Senin,2903,
Banten,ID-BT,9/1/2020,6,10,10,-42,-25,12,Selasa,2929,
Banten,ID-BT,9/2/2020,2,1,6,-44,-25,13,Rabu,2997,
Banten,ID-BT,9/3/2020,6,3,10,-43,-25,13,Kamis,3031,
Banten,ID-BT,9/4/2020,4,4,6,-43,-23,14,Jumat,3053,
Banten,ID-BT,9/5/2020,4,3,23,-39,-15,9,Sabtu,3102,
Banten,ID-BT,9/6/2020,3,4,32,-40,-8,8,Minggu,3102,
Banten,ID-BT,9/7/2020,5,0,8,-45,-25,13,Senin,3264,
Banten,ID-BT,9/8/2020,6,2,8,-44,-26,13,Selasa,3323,
Banten,ID-BT,9/9/2020,7,0,9,-45,-25,13,Rabu,3323,
Banten,ID-BT,9/10/2020,6,-1,8,-44,-27,13,Kamis,3360,
Banten,ID-BT,9/11/2020,6,0,5,-43,-24,13,Jumat,3360,
Bengkulu,ID-BE,2/15/2020,-2,-2,-10,-2,4,1,Sabtu,0,
Bengkulu,ID-BE,2/16/2020,-1,-3,-16,-4,2,2,Minggu,0,
Bengkulu,ID-BE,2/17/2020,1,3,-3,2,4,1,Senin,0,
Bengkulu,ID-BE,2/18/2020,0,0,-5,2,3,1,Selasa,0,
Bengkulu,ID-BE,2/19/2020,1,3,2,1,4,0,Rabu,0,
Bengkulu,ID-BE,2/20/2020,-3,-3,-8,2,2,1,Kamis,0,
Bengkulu,ID-BE,2/21/2020,4,7,10,12,5,-1,Jumat,0,
Bengkulu,ID-BE,2/22/2020,-1,1,7,-3,4,-1,Sabtu,0,
Bengkulu,ID-BE,2/23/2020,0,0,4,-2,4,0,Minggu,0,
Bengkulu,ID-BE,2/24/2020,-1,-1,-2,2,5,1,Senin,0,
Bengkulu,ID-BE,2/25/2020,-2,-2,-5,-6,2,1,Selasa,0,
Bengkulu,ID-BE,2/26/2020,-5,-3,-13,-3,4,0,Rabu,0,
Bengkulu,ID-BE,2/27/2020,2,1,-1,-8,4,0,Kamis,0,
Bengkulu,ID-BE,2/28/2020,5,6,1,0,7,0,Jumat,0,
Bengkulu,ID-BE,2/29/2020,-5,-3,-11,-4,7,1,Sabtu,0,
Bengkulu,ID-BE,3/1/2020,-1,0,-11,-7,2,2,Minggu,0,
Bengkulu,ID-BE,3/2/2020,0,4,-2,-1,3,1,Senin,0,Kasus Pertama Nasional
Bengkulu,ID-BE,3/3/2020,-1,1,-10,3,2,2,Selasa,0,
Bengkulu,ID-BE,3/4/2020,5,10,2,6,2,1,Rabu,0,
Bengkulu,ID-BE,3/5/2020,3,3,3,4,2,1,Kamis,0,
Bengkulu,ID-BE,3/6/2020,8,10,34,9,4,0,Jumat,0,
Bengkulu,ID-BE,3/7/2020,2,4,12,9,1,0,Sabtu,0,
Bengkulu,ID-BE,3/8/2020,-2,-2,-1,5,1,1,Minggu,0,
Bengkulu,ID-BE,3/9/2020,2,5,2,6,3,1,Senin,0,
Bengkulu,ID-BE,3/10/2020,5,5,6,1,1,1,Selasa,0,
Bengkulu,ID-BE,3/11/2020,8,11,15,9,1,1,Rabu,0,
Bengkulu,ID-BE,3/12/2020,-2,-7,2,-4,3,2,Kamis,0,
Bengkulu,ID-BE,3/13/2020,9,9,6,3,6,0,Jumat,0,
Bengkulu,ID-BE,3/14/2020,-2,-1,-8,-6,4,1,Sabtu,0,
Bengkulu,ID-BE,3/15/2020,0,2,-2,1,3,2,Minggu,0,
Bengkulu,ID-BE,3/16/2020,-6,4,-15,-3,2,3,Senin,0,Sekolah diliburkan. Fatwa MUI salat di rumah
Bengkulu,ID-BE,3/17/2020,-7,-3,-13,-6,-5,5,Selasa,0,
Bengkulu,ID-BE,3/18/2020,-17,-9,-22,-12,-15,8,Rabu,0,
Bengkulu,ID-BE,3/19/2020,-14,-7,-17,-13,-18,8,Kamis,0,Gereja Katolik tiadakan misa mingguan
Bengkulu,ID-BE,3/20/2020,-7,3,-9,-11,-19,7,Jumat,0,
Bengkulu,ID-BE,3/21/2020,-19,-10,-22,-23,-14,7,Sabtu,0,
Bengkulu,ID-BE,3/22/2020,-29,-22,-42,-34,-5,8,Minggu,0,
Bengkulu,ID-BE,3/23/2020,-22,-9,-22,-27,-23,10,Senin,0,
Bengkulu,ID-BE,3/24/2020,-22,-11,-26,-32,-27,11,Selasa,0,
Bengkulu,ID-BE,3/25/2020,-24,-10,-19,-26,-54,15,Rabu,0,Hari Raya Nyepi
Bengkulu,ID-BE,3/26/2020,-26,-14,-27,-28,-28,12,Kamis,0,
Bengkulu,ID-BE,3/27/2020,-25,-11,-29,-27,-26,11,Jumat,0,
Bengkulu,ID-BE,3/28/2020,-34,-17,-41,-27,-19,11,Sabtu,0,
Bengkulu,ID-BE,3/29/2020,-43,-32,-57,-37,-9,13,Minggu,0,
Bengkulu,ID-BE,3/30/2020,-31,-18,-32,-31,-28,13,Senin,0,
Bengkulu,ID-BE,3/31/2020,-35,-19,-38,-34,-33,14,Selasa,1,Kasus pertama Bengkulu
Bengkulu,ID-BE,4/1/2020,-27,-9,-25,-39,-30,12,Rabu,1,
Bengkulu,ID-BE,4/2/2020,-31,-16,-33,-47,-32,14,Kamis,1,
Bengkulu,ID-BE,4/3/2020,-32,-15,-34,-46,-31,12,Jumat,2,
Bengkulu,ID-BE,4/4/2020,-40,-25,-51,-52,-25,13,Sabtu,2,
Bengkulu,ID-BE,4/5/2020,-37,-22,-52,-53,-11,12,Minggu,2,
Bengkulu,ID-BE,4/6/2020,-35,-23,-37,-51,-31,15,Senin,2,
Bengkulu,ID-BE,4/7/2020,-29,-17,-33,-54,-33,14,Selasa,2,
Bengkulu,ID-BE,4/8/2020,-25,-12,-21,-48,-31,12,Rabu,2,
Bengkulu,ID-BE,4/9/2020,-25,-14,-23,-51,-32,12,Kamis,4,
Bengkulu,ID-BE,4/10/2020,-33,-23,-32,-52,-55,17,Jumat,4,Tri Hari Suci Paskah
Bengkulu,ID-BE,4/11/2020,-36,-22,-40,-55,-25,12,Sabtu,4,
Bengkulu,ID-BE,4/12/2020,-38,-26,-48,-58,-8,12,Minggu,4,
Bengkulu,ID-BE,4/13/2020,-27,-14,-27,-46,-29,14,Senin,4,
Bengkulu,ID-BE,4/14/2020,-27,-18,-26,-46,-30,12,Selasa,4,
Bengkulu,ID-BE,4/15/2020,-26,-14,-19,-49,-31,13,Rabu,4,
Bengkulu,ID-BE,4/16/2020,-26,-17,-25,-54,-30,13,Kamis,4,
Bengkulu,ID-BE,4/17/2020,-24,-14,-25,-50,-28,12,Jumat,4,
Bengkulu,ID-BE,4/18/2020,-35,-21,-42,-52,-20,11,Sabtu,4,
Bengkulu,ID-BE,4/19/2020,-33,-19,-47,-51,-4,10,Minggu,4,
Bengkulu,ID-BE,4/20/2020,-24,-9,-22,-50,-27,12,Senin,4,
Bengkulu,ID-BE,4/21/2020,-24,-12,-26,-49,-30,11,Selasa,8,
Bengkulu,ID-BE,4/22/2020,-26,-13,-25,-49,-29,9,Rabu,8,
Bengkulu,ID-BE,4/23/2020,-13,1,-14,-42,-32,10,Kamis,8,
Bengkulu,ID-BE,4/24/2020,-44,-29,-47,-52,-39,18,Jumat,8,"Puasa hari pertama, 1 Ramadan 1441 H"
Bengkulu,ID-BE,4/25/2020,-43,-26,-50,-62,-26,14,Sabtu,8,
Bengkulu,ID-BE,4/26/2020,-48,-34,-62,-72,-10,15,Minggu,8,
Bengkulu,ID-BE,4/27/2020,-35,-20,-36,-58,-30,15,Senin,8,
Bengkulu,ID-BE,4/28/2020,-32,-19,-35,-62,-31,13,Selasa,8,
Bengkulu,ID-BE,4/29/2020,-32,-16,-29,-58,-30,12,Rabu,12,
Bengkulu,ID-BE,4/30/2020,-31,-17,-31,-60,-29,14,Kamis,12,
Bengkulu,ID-BE,5/1/2020,-38,-26,-46,-65,-53,20,Jumat,12,
Bengkulu,ID-BE,5/2/2020,-39,-22,-49,-64,-21,14,Sabtu,12,
Bengkulu,ID-BE,5/3/2020,-36,-21,-52,-64,-4,12,Minggu,12,
Bengkulu,ID-BE,5/4/2020,-27,-11,-30,-59,-27,14,Senin,12,
Bengkulu,ID-BE,5/5/2020,-28,-13,-30,-61,-29,14,Selasa,12,
Bengkulu,ID-BE,5/6/2020,-26,-9,-28,-61,-28,14,Rabu,14,
Bengkulu,ID-BE,5/7/2020,-31,-20,-42,-62,-54,20,Kamis,14,
Bengkulu,ID-BE,5/8/2020,-27,-13,-39,-60,-27,14,Jumat,14,
Bengkulu,ID-BE,5/9/2020,-34,-20,-52,-59,-20,14,Sabtu,37,
Bengkulu,ID-BE,5/10/2020,-39,-27,-60,-65,-3,14,Minggu,37,
Bengkulu,ID-BE,5/11/2020,-24,-6,-33,-54,-26,14,Senin,37,
Bengkulu,ID-BE,5/12/2020,-27,-12,-38,-61,-29,15,Selasa,40,
Bengkulu,ID-BE,5/13/2020,-24,-8,-34,-55,-28,13,Rabu,40,
Bengkulu,ID-BE,5/14/2020,-26,-12,-39,-60,-29,14,Kamis,42,
Bengkulu,ID-BE,5/15/2020,-18,-1,-36,-57,-25,12,Jumat,53,
Bengkulu,ID-BE,5/16/2020,-25,-7,-46,-59,-16,12,Sabtu,56,
Bengkulu,ID-BE,5/17/2020,-31,-19,-60,-62,1,14,Minggu,65,
Bengkulu,ID-BE,5/18/2020,-12,6,-27,-54,-26,13,Senin,66,
Bengkulu,ID-BE,5/19/2020,-13,-2,-33,-54,-28,13,Selasa,67,
Bengkulu,ID-BE,5/20/2020,-9,11,-21,-50,-30,12,Rabu,67,
Bengkulu,ID-BE,5/21/2020,5,22,-8,-54,-51,15,Kamis,69,
Bengkulu,ID-BE,5/22/2020,1,20,-17,-47,-36,12,Jumat,69,Awal cuti bersama Idul Fitri 1441 H
Bengkulu,ID-BE,5/23/2020,-18,7,-32,-51,-32,11,Sabtu,69,
Bengkulu,ID-BE,5/24/2020,-39,-23,-45,-64,-9,1,Minggu,69,
Bengkulu,ID-BE,5/25/2020,-24,-9,-3,-58,-65,11,Senin,69,Idul Fitri 1441 H
Bengkulu,ID-BE,5/26/2020,-26,-20,-22,-60,-39,11,Selasa,69,
Bengkulu,ID-BE,5/27/2020,-12,1,-6,-55,-34,10,Rabu,69,
Bengkulu,ID-BE,5/28/2020,-13,-1,-9,-58,-31,12,Kamis,71,
Bengkulu,ID-BE,5/29/2020,-18,-5,-22,-56,-27,12,Jumat,72,Akhir cuti bersama Idul Fitri 1441 H
Bengkulu,ID-BE,5/30/2020,-30,-19,-42,-58,-18,11,Sabtu,86,
Bengkulu,ID-BE,5/31/2020,-20,-9,-33,-59,8,8,Minggu,91,
Bengkulu,ID-BE,6/1/2020,-15,-3,-7,-48,-51,15,Senin,91,
Bengkulu,ID-BE,6/2/2020,-15,-3,-15,-49,-21,10,Selasa,92,
Bengkulu,ID-BE,6/3/2020,-11,2,-12,-51,-22,10,Rabu,92,
Bengkulu,ID-BE,6/4/2020,-23,-15,-27,-56,-24,13,Kamis,92,
Bengkulu,ID-BE,6/5/2020,-15,-5,-25,-51,-19,10,Jumat,92,
Bengkulu,ID-BE,6/6/2020,-17,-2,-22,-48,-11,7,Sabtu,92,
Bengkulu,ID-BE,6/7/2020,-16,-6,-19,-52,8,7,Minggu,92,
Bengkulu,ID-BE,6/8/2020,-10,4,-11,-50,-18,10,Senin,92,
Bengkulu,ID-BE,6/9/2020,-9,-1,-9,-51,-19,9,Selasa,92,
Bengkulu,ID-BE,6/10/2020,-6,5,-2,-45,-19,9,Rabu,92,
Bengkulu,ID-BE,6/11/2020,-7,1,-7,-49,-20,9,Kamis,92,
Bengkulu,ID-BE,6/12/2020,-13,-6,-21,-50,-18,11,Jumat,95,
Bengkulu,ID-BE,6/13/2020,-15,-4,-19,-47,-11,9,Sabtu,98,
Bengkulu,ID-BE,6/14/2020,-12,-3,-12,-47,10,6,Minggu,101,
Bengkulu,ID-BE,6/15/2020,-6,5,-2,-46,-17,9,Senin,101,
Bengkulu,ID-BE,6/16/2020,-13,-7,-22,-50,-19,10,Selasa,104,
Bengkulu,ID-BE,6/17/2020,-12,-3,-17,-47,-19,10,Rabu,105,
Bengkulu,ID-BE,6/18/2020,-10,-3,-16,-49,-19,9,Kamis,105,
Bengkulu,ID-BE,6/19/2020,-10,0,-22,-47,-17,9,Jumat,107,
Bengkulu,ID-BE,6/20/2020,-18,-7,-25,-50,-8,8,Sabtu,116,
Bengkulu,ID-BE,6/21/2020,-10,-2,-11,-45,9,6,Minggu,116,
Bengkulu,ID-BE,6/22/2020,-11,-1,-20,-48,-19,10,Senin,116,
Bengkulu,ID-BE,6/23/2020,-18,-12,-29,-47,-22,11,Selasa,118,
Bengkulu,ID-BE,6/24/2020,-8,2,-13,-48,-20,9,Rabu,118,
Bengkulu,ID-BE,6/25/2020,-2,7,2,-45,-20,8,Kamis,120,
Bengkulu,ID-BE,6/26/2020,-5,4,-5,-43,-17,8,Jumat,124,
Bengkulu,ID-BE,6/27/2020,-14,-5,-17,-44,-10,7,Sabtu,125,
Bengkulu,ID-BE,6/28/2020,-11,-3,-7,-51,9,6,Minggu,125,
Bengkulu,ID-BE,6/29/2020,-7,4,-4,-43,-18,8,Senin,125,
Bengkulu,ID-BE,6/30/2020,-3,4,-5,-41,-18,8,Selasa,125,
Bengkulu,ID-BE,7/1/2020,1,13,0,-30,-17,7,Rabu,129,
Bengkulu,ID-BE,7/2/2020,-1,8,1,-33,-19,8,Kamis,130,
Bengkulu,ID-BE,7/3/2020,0,10,-2,-37,-17,8,Jumat,136,
Bengkulu,ID-BE,7/4/2020,-7,3,-6,-35,-11,7,Sabtu,137,
Bengkulu,ID-BE,7/5/2020,-3,7,0,-38,8,5,Minggu,141,
Bengkulu,ID-BE,7/6/2020,0,12,-1,-37,-19,8,Senin,141,
Bengkulu,ID-BE,7/7/2020,0,7,2,-36,-20,8,Selasa,144,
Bengkulu,ID-BE,7/8/2020,-7,1,-18,-35,-19,9,Rabu,151,
Bengkulu,ID-BE,7/9/2020,-2,5,-10,-39,-20,9,Kamis,155,
Bengkulu,ID-BE,7/10/2020,3,12,-2,-30,-16,7,Jumat,158,
Bengkulu,ID-BE,7/11/2020,-7,2,-12,-38,-9,7,Sabtu,162,
Bengkulu,ID-BE,7/12/2020,-3,5,-2,-35,9,5,Minggu,163,
Bengkulu,ID-BE,7/13/2020,-5,5,-11,-36,-16,8,Senin,163,
Bengkulu,ID-BE,7/14/2020,-3,5,-9,-37,-17,8,Selasa,168,
Bengkulu,ID-BE,7/15/2020,1,11,-1,-36,-15,7,Rabu,170,
Bengkulu,ID-BE,7/16/2020,-2,4,-7,-38,-17,8,Kamis,171,
Bengkulu,ID-BE,7/17/2020,-3,3,-16,-42,-15,8,Jumat,173,
Bengkulu,ID-BE,7/18/2020,-7,2,-7,-30,-6,6,Sabtu,179,
Bengkulu,ID-BE,7/19/2020,-7,-1,-8,-40,9,6,Minggu,181,
Bengkulu,ID-BE,7/20/2020,-4,6,-12,-34,-16,9,Senin,181,
Bengkulu,ID-BE,7/21/2020,-6,-1,-14,-40,-19,8,Selasa,181,
Bengkulu,ID-BE,7/22/2020,-5,3,-17,-33,-16,9,Rabu,185,
Bengkulu,ID-BE,7/23/2020,-2,3,-6,-33,-17,8,Kamis,195,
Bengkulu,ID-BE,7/24/2020,-3,2,-14,-29,-14,9,Jumat,196,
Bengkulu,ID-BE,7/25/2020,-9,-1,-11,-31,-7,7,Sabtu,200,
